timepoint_id,EC_high,EC_mid,EC_low,year,month
1728.5,12.256165000000317,11.049414166666363,9.946253916666674,2020.0,6.5
4032.5,12.272081666666669,10.192091583333275,9.27055316666669,2021.0,6.5
5184.5,12.356773333333406,9.630045499999962,8.694850083333122,2022.0,6.5
6336.5,14.666229166666596,10.219607833333447,8.913160333333414,2023.0,6.5
7488.5,15.273164999999668,10.157621666666692,8.808178416666696,2024.0,6.5
9792.5,15.06140750000003,9.675893499999958,8.414221916666758,2025.0,6.5
12096.5,15.315159166666774,9.614955166666714,8.35721983333338,2026.0,6.5
13248.5,15.54934583333316,9.554555583333336,8.300779500000008,2027.0,6.5
14400.5,15.764685833333507,9.494679583333252,8.244886833333338,2028.0,6.5
15552.5,15.961858333333405,9.435314916666602,8.189528916666628,2029.0,6.5
17856.5,15.149134166666832,8.895494333333428,7.747618166666763,2030.0,6.5
20160.5,15.285813333333532,8.832583166666597,7.689326000000082,2031.0,6.5
21312.5,15.407189166666523,8.770141249999963,7.63152975000001,2032.0,6.5
22464.5,15.513852499999988,8.70815300000004,7.574215916666598,2033.0,6.5
23616.5,15.606383333333508,8.646608750000087,7.517373249999935,2034.0,6.5
25920.5,15.685332500000456,8.585493666666467,7.460989250000154,2035.0,6.5
28224.5,15.804649166666636,8.524798083333222,7.405052249999978,2036.0,6.5
29376.5,15.908911666666802,8.4645088333334,7.349549916666691,2037.0,6.5
30528.5,15.99871249999975,8.404614833333248,7.294471416666657,2038.0,6.5
31680.5,16.074624166666666,8.345103583333238,7.239805083333403,2039.0,6.5
