Date,predicted_NG_low
2019-07-01,24.54868118056981
2019-08-01,24.41095898363372
2019-09-01,24.234196156004288
2019-10-01,24.15599446296507
2019-11-01,23.980872881791754
2019-12-01,23.94300865085257
2020-01-01,23.90004538919091
2020-02-01,23.844240412773622
2020-03-01,23.810285828258014
2020-04-01,23.81772532317129
2020-05-01,23.79558732360345
2020-06-01,23.82407281787128
2020-07-01,23.773342201541446
2020-08-01,23.77326624195468
2020-09-01,23.72609144320405
2020-10-01,23.73338096662549
2020-11-01,23.69977436790912
2020-12-01,23.73737858333973
2021-01-01,23.67126939682418
2021-02-01,23.640868682206047
2021-03-01,23.614689892312693
2021-04-01,23.60049843413053
2021-05-01,23.55360410154646
2021-06-01,23.52303199093766
2021-07-01,23.47888908338565
2021-08-01,23.46302716352169
2021-09-01,23.450954133815145
2021-10-01,23.400802628181072
2021-11-01,23.348678770199804
2021-12-01,23.34301880714422
2022-01-01,23.273629400011746
2022-02-01,23.244741384856738
2022-03-01,23.215853369701737
2022-04-01,23.18696535454674
2022-05-01,23.15807733939173
2022-06-01,23.12918932423673
2022-07-01,23.107523312870484
2022-08-01,23.085857301504234
2022-09-01,23.064191290137977
2022-10-01,23.04252527877173
2022-11-01,23.02085926740548
2022-12-01,23.00160059063548
2023-01-01,22.996785921442967
2023-02-01,22.991971252250472
2023-03-01,22.98715658305797
2023-04-01,22.98234191386548
2023-05-01,22.97752724467297
2023-06-01,22.97271257548047
2023-07-01,22.96789790628797
2023-08-01,22.96308323709547
2023-09-01,22.95826856790297
2023-10-01,22.95345389871047
2023-11-01,22.95104656411423
2023-12-01,22.94863922951797
2024-01-01,22.95104656411423
2024-02-01,22.95345389871047
2024-03-01,22.955861233306727
2024-04-01,22.95826856790297
2024-05-01,22.96067590249922
2024-06-01,22.96308323709547
2024-07-01,22.965490571691728
2024-08-01,22.970305240884226
2024-09-01,22.975119910076717
2024-10-01,22.979934579269226
2024-11-01,22.98474924846173
2024-12-01,22.989563917654227
2025-01-01,22.991971252250472
2025-02-01,22.99437858684673
2025-03-01,22.996785921442967
2025-04-01,22.999193256039227
2025-05-01,23.00160059063548
2025-06-01,23.006415259827968
2025-07-01,23.01122992902048
2025-08-01,23.016044598212968
2025-09-01,23.018451932809228
2025-10-01,23.02085926740548
2025-11-01,23.02567393659797
2025-12-01,23.03048860579048
2026-01-01,23.03289594038673
2026-02-01,23.035303274982983
2026-03-01,23.03771060957923
2026-04-01,23.04011794417548
2026-05-01,23.04011794417548
2026-06-01,23.04011794417548
2026-07-01,23.04252527877173
2026-08-01,23.044932613367976
2026-09-01,23.047339947964225
2026-10-01,23.049747282560478
2026-11-01,23.049747282560478
2026-12-01,23.049747282560478
2027-01-01,23.05215461715673
2027-02-01,23.054561951752984
2027-03-01,23.05696928634923
2027-04-01,23.059376620945482
2027-05-01,23.06178395554173
2027-06-01,23.064191290137977
2027-07-01,23.06659862473423
2027-08-01,23.069005959330482
2027-09-01,23.07141329392673
2027-10-01,23.073820628522984
2027-11-01,23.07622796311923
2027-12-01,23.078635297715483
2028-01-01,23.08344996690798
2028-02-01,23.08826463610048
2028-03-01,23.090671970696732
2028-04-01,23.093079305292978
2028-05-01,23.09548663988923
2028-06-01,23.09789397448548
2028-07-01,23.10030130908173
2028-08-01,23.102708643677982
2028-09-01,23.105115978274235
2028-10-01,23.107523312870484
2028-11-01,23.10993064746673
2028-12-01,23.112337982062982
2029-01-01,23.11474531665923
2029-02-01,23.117152651255484
2029-03-01,23.11955998585173
2029-04-01,23.11955998585173
2029-04-01,23.11955998585173
2029-05-01,23.11955998585173
2029-05-01,23.11955998585173
2029-06-01,23.11955998585173
2029-06-01,23.11955998585173
2029-07-01,23.11955998585173
2029-07-01,23.11955998585173
2029-08-01,23.11955998585173
2029-08-01,23.11955998585173
2029-09-01,23.11955998585173
2029-09-01,23.11955998585173
2029-10-01,23.11955998585173
2029-10-01,23.11955998585173
2029-11-01,23.11955998585173
2029-11-01,23.11955998585173
2029-12-01,23.11955998585173
2029-12-01,23.11955998585173
2030-01-01,23.11955998585173
2030-01-01,23.11955998585173
2030-02-01,23.11955998585173
2030-02-01,23.11955998585173
2030-03-01,23.11955998585173
2030-03-01,23.11955998585173
2030-04-01,23.11955998585173
2030-04-01,23.11955998585173
2030-05-01,23.11955998585173
2030-05-01,23.11955998585173
2030-06-01,23.11955998585173
2030-06-01,23.11955998585173
2030-07-01,23.11955998585173
2030-07-01,23.11955998585173
2030-08-01,23.11955998585173
2030-08-01,23.11955998585173
2030-09-01,23.11955998585173
2030-09-01,23.11955998585173
2030-10-01,23.11955998585173
2030-10-01,23.11955998585173
2030-11-01,23.11955998585173
2030-11-01,23.11955998585173
2030-12-01,23.11955998585173
2030-12-01,23.11955998585173
2031-01-01,23.11955998585173
2031-01-01,23.11955998585173
2031-02-01,23.11955998585173
2031-02-01,23.11955998585173
2031-03-01,23.11955998585173
2031-03-01,23.11955998585173
2031-04-01,23.11955998585173
2031-04-01,23.11955998585173
2031-05-01,23.11955998585173
2031-05-01,23.11955998585173
2031-06-01,23.11955998585173
2031-06-01,23.11955998585173
2031-07-01,23.11955998585173
2031-07-01,23.11955998585173
2031-08-01,23.11955998585173
2031-08-01,23.11955998585173
2031-09-01,23.11955998585173
2031-09-01,23.11955998585173
2031-10-01,23.11955998585173
2031-10-01,23.11955998585173
2031-11-01,23.11955998585173
2031-11-01,23.11955998585173
2031-12-01,23.11955998585173
2031-12-01,23.11955998585173
2032-01-01,23.11955998585173
2032-01-01,23.11955998585173
2032-02-01,23.11955998585173
2032-02-01,23.11955998585173
2032-03-01,23.11955998585173
2032-03-01,23.11955998585173
2032-04-01,23.11955998585173
2032-04-01,23.11955998585173
2032-05-01,23.11955998585173
2032-05-01,23.11955998585173
2032-06-01,23.11955998585173
2032-06-01,23.11955998585173
2032-07-01,23.11955998585173
2032-07-01,23.11955998585173
2032-08-01,23.11955998585173
2032-08-01,23.11955998585173
2032-09-01,23.11955998585173
2032-09-01,23.11955998585173
2032-10-01,23.11955998585173
2032-10-01,23.11955998585173
2032-11-01,23.11955998585173
2032-11-01,23.11955998585173
2032-12-01,23.11955998585173
2032-12-01,23.11955998585173
2033-01-01,23.11955998585173
2033-01-01,23.11955998585173
2033-02-01,23.11955998585173
2033-02-01,23.11955998585173
2033-03-01,23.11955998585173
2033-03-01,23.11955998585173
2033-04-01,23.11955998585173
2033-04-01,23.11955998585173
2033-05-01,23.11955998585173
2033-05-01,23.11955998585173
2033-06-01,23.11955998585173
2033-06-01,23.11955998585173
2033-07-01,23.11955998585173
2033-07-01,23.11955998585173
2033-08-01,23.11955998585173
2033-08-01,23.11955998585173
2033-09-01,23.11955998585173
2033-09-01,23.11955998585173
2033-10-01,23.11955998585173
2033-10-01,23.11955998585173
2033-11-01,23.11955998585173
2033-11-01,23.11955998585173
2033-12-01,23.11955998585173
2033-12-01,23.11955998585173
2034-01-01,23.11955998585173
2034-01-01,23.11955998585173
2034-02-01,23.11955998585173
2034-02-01,23.11955998585173
2034-03-01,23.11955998585173
2034-03-01,23.11955998585173
2034-04-01,23.11955998585173
2034-04-01,23.11955998585173
2034-05-01,23.11955998585173
2034-05-01,23.11955998585173
2034-06-01,23.11955998585173
2034-06-01,23.11955998585173
2034-07-01,23.11955998585173
2034-07-01,23.11955998585173
2034-08-01,23.11955998585173
2034-08-01,23.11955998585173
2034-09-01,23.11955998585173
2034-09-01,23.11955998585173
2034-10-01,23.11955998585173
2034-10-01,23.11955998585173
2034-11-01,23.11955998585173
2034-11-01,23.11955998585173
2034-12-01,23.11955998585173
2034-12-01,23.11955998585173
2035-01-01,23.11955998585173
2035-01-01,23.11955998585173
2035-02-01,23.11955998585173
2035-02-01,23.11955998585173
2035-03-01,23.11955998585173
2035-03-01,23.11955998585173
2035-04-01,23.11955998585173
2035-04-01,23.11955998585173
2035-05-01,23.11955998585173
2035-05-01,23.11955998585173
2035-06-01,23.11955998585173
2035-06-01,23.11955998585173
2035-07-01,23.11955998585173
2035-07-01,23.11955998585173
2035-08-01,23.11955998585173
2035-08-01,23.11955998585173
2035-09-01,23.11955998585173
2035-09-01,23.11955998585173
2035-10-01,23.11955998585173
2035-10-01,23.11955998585173
2035-11-01,23.11955998585173
2035-11-01,23.11955998585173
2035-12-01,23.11955998585173
2035-12-01,23.11955998585173
2036-01-01,23.11955998585173
2036-01-01,23.11955998585173
2036-02-01,23.11955998585173
2036-02-01,23.11955998585173
2036-03-01,23.11955998585173
2036-03-01,23.11955998585173
2036-04-01,23.11955998585173
2036-04-01,23.11955998585173
2036-05-01,23.11955998585173
2036-05-01,23.11955998585173
2036-06-01,23.11955998585173
2036-06-01,23.11955998585173
2036-07-01,23.11955998585173
2036-07-01,23.11955998585173
2036-08-01,23.11955998585173
2036-08-01,23.11955998585173
2036-09-01,23.11955998585173
2036-09-01,23.11955998585173
2036-10-01,23.11955998585173
2036-10-01,23.11955998585173
2036-11-01,23.11955998585173
2036-11-01,23.11955998585173
2036-12-01,23.11955998585173
2036-12-01,23.11955998585173
2037-01-01,23.11955998585173
2037-01-01,23.11955998585173
2037-02-01,23.11955998585173
2037-02-01,23.11955998585173
2037-03-01,23.11955998585173
2037-03-01,23.11955998585173
2037-04-01,23.11955998585173
2037-04-01,23.11955998585173
2037-05-01,23.11955998585173
2037-05-01,23.11955998585173
2037-06-01,23.11955998585173
2037-06-01,23.11955998585173
2037-07-01,23.11955998585173
2037-07-01,23.11955998585173
2037-08-01,23.11955998585173
2037-08-01,23.11955998585173
2037-09-01,23.11955998585173
2037-09-01,23.11955998585173
2037-10-01,23.11955998585173
2037-10-01,23.11955998585173
2037-11-01,23.11955998585173
2037-11-01,23.11955998585173
2037-12-01,23.11955998585173
2037-12-01,23.11955998585173
2038-01-01,23.11955998585173
2038-01-01,23.11955998585173
2038-02-01,23.11955998585173
2038-02-01,23.11955998585173
2038-03-01,23.11955998585173
2038-03-01,23.11955998585173
2038-04-01,23.11955998585173
2038-04-01,23.11955998585173
2038-05-01,23.11955998585173
2038-05-01,23.11955998585173
2038-06-01,23.11955998585173
2038-06-01,23.11955998585173
2038-07-01,23.11955998585173
2038-07-01,23.11955998585173
2038-08-01,23.11955998585173
2038-08-01,23.11955998585173
2038-09-01,23.11955998585173
2038-09-01,23.11955998585173
2038-10-01,23.11955998585173
2038-10-01,23.11955998585173
2038-11-01,23.11955998585173
2038-11-01,23.11955998585173
2038-12-01,23.11955998585173
2038-12-01,23.11955998585173
2039-01-01,23.11955998585173
2039-01-01,23.11955998585173
2039-02-01,23.11955998585173
2039-02-01,23.11955998585173
2039-03-01,23.11955998585173
2039-03-01,23.11955998585173
2039-04-01,23.11955998585173
2039-04-01,23.11955998585173
2039-05-01,23.11955998585173
2039-05-01,23.11955998585173
2039-06-01,23.11955998585173
2039-06-01,23.11955998585173
2039-07-01,23.11955998585173
2039-07-01,23.11955998585173
2039-08-01,23.11955998585173
2039-08-01,23.11955998585173
2039-09-01,23.11955998585173
2039-09-01,23.11955998585173
2039-10-01,23.11955998585173
2039-10-01,23.11955998585173
2039-11-01,23.11955998585173
2039-11-01,23.11955998585173
